RANK,NAME,NET WORTH,AGE,STATE,SOURCE,PHILANTHROPY SCORE,INDUSTRY,Self-Made Score,Source of Wealth,Residence,Citizenship,Marital Status,Children,Education,Age,Philanthropy Score,Agent,Agency,Lifetime Giving,Giving as a percentage of net worth
249,Ben Chestnut,$4.6 B,49,Georgia,Email marketing,1,TECHNOLOGY,8,"Email marketing, Self Made","Atlanta, Georgia",United States,Married,2,"Bachelor of Arts/Science, Georgia Institute of Technology",50,1,,,,
249,Rakesh Gangwal,$4.6 B,70,Florida,Airline,None,SERVICE,8,"Airline, Self Made","Miami, Florida",United States,Married,1,"Bachelor of Science in Engineering, Indian Institute of Technology; Master of Business Administration, University of Pennsylvania, The Wharton School",71,,,,,
249,Jeff T. Green,$4.6 B,46,California,Digital advertising,1,MEDIA & ENTERTAINMENT,8,"Digital advertising, Self Made","Newbury Park, California",United States,,,"Bachelor of Arts/Science, University of Southern California",47,1,David Falk,FAME,,
249,Donald Horton & family,$4.6 B,73,Texas,Homebuilding,1,REAL ESTATE,8,"Homebuilding, Self Made",,United States,,2,"Bachelor of Arts/Science, University of Central Arkansas",,1,,,,
249,Johnelle Hunt,$4.6 B,91,Arkansas,Trucking,2,LOGISTICS,7,"Trucking, Self Made","Fayetteville, Arkansas",United States,Widowed,2,"Drop Out, University of Central Arkansas",92,2,,,,
249,Jeffrey Lurie & family,$4.6 B,72,Pennsylvania,Philadelphia Eagles,2,SPORTS,4,Philadelphia Eagles,"Wynnewood, Pennsylvania",United States,Married,2,"Doctorate, Brandeis University; Bachelor of Arts/Science, Clark University",72,2,,,,
249,Mark Shoen,$4.6 B,72,Arizona,U-Haul,None,AUTOMOTIVE,5,U-Haul,"Phoenix, Arizona",United States,Married,1,"Bachelor of Arts/Science, College of the Holy Cross",73,,,,,
249,Herbert Wertheim,$4.6 B,84,Florida,Investments,1,FINANCE & INVESTMENTS,10,"Investments, Self Made","Coral Gables, Florida",United States,Married,2,"Associate in Arts/Science, Brevard Community College; Bachelor of Arts/Science, Southern College of Optometry; Doctorate, Southern College of Optometry",85,1,,,,
249,Ken Xie,$4.6 B,60,California,Cybersecurity,1,TECHNOLOGY,8,"Cybersecurity, Self Made","Los Altos Hills, California",United States,Married,,"Master of Science, Stanford University; Bachelor of Science, Tsinghua University; Master of Science, Tsinghua University",61,1,,,,
258,James Chambers,$4.5 B,66,New York,"Media, automotive",2,MEDIA & ENTERTAINMENT,1,"Media, automotive","Palisades, New York",United States,Married,2,"Bachelor of Arts/Science, Bard College",67,2,,,,
258,Min Kao & family,$4.5 B,74,Kansas,Navigation equipment,2,TECHNOLOGY,8,"Navigation equipment, Self Made","Leawood, Kansas",United States,Married,2,"Bachelor of Arts/Science, National Taiwan University; Doctorate, University of Tennessee Knoxville; Master of Science, University of Tennessee Knoxville",75,2,,,,
258,Lin Bin,$4.5 B,55,,Smartphones,None,TECHNOLOGY,8,"Smartphones, Self Made","Beijing, China",United States,Married,,"Master, Drexel University; Bachelor of Arts/Science, Sun Yat-sen University",56,,,,,
258,Katharine Rayner,$4.5 B,78,New York,"Media, automotive",2,MEDIA & ENTERTAINMENT,1,"Media, automotive","East Hampton, New York",United States,Widowed,,"Bachelor of Arts/Science, Sarah Lawrence college",79,2,,,,
258,Lynn Schusterman & family,$4.5 B,84,Oklahoma,"Oil & gas, investments",5,ENERGY,1,"Oil & gas, investments","Tulsa, Oklahoma",United States,Widowed,3,"Drop Out, University of Miami",85,5,,,,
258,Margaretta Taylor,$4.5 B,81,New York,"Media, automotive",2,MEDIA & ENTERTAINMENT,1,"Media, automotive","Southampton, New York",United States,,2,"Bachelor of Arts/Science, Finch College",82,2,,,,
264,Jim Davis,$4.4 B,63,Maryland,Staffing & recruiting,3,SERVICE,8,"Staffing & recruiting, Self Made","Cockeysville, Maryland",United States,Married,2,"Bachelor of Arts/Science, Villanova University",64,3,,,,
264,Jeff Skoll,$4.4 B,58,California,EBay,5,TECHNOLOGY,6,"EBay, Self Made","Los Angeles, California",United States,Single,,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Arts/Science, University of Toronto",59,5,,,,
264,Eric Yuan & family,$4.4 B,53,California,Zoom Video Communications,None,TECHNOLOGY,8,"Zoom Video Communications, Self Made","Santa Clara, California",United States,Married,3,"Master of Engineering Management, China University of Mining and Technology; Bachelor of Engineering, Shandong Institute of Business and Technology",54,,,,,
267,John Catsimatidis,$4.3 B,75,New York,"Oil, real estate",1,ENERGY,10,"Oil, real estate, Self Made","New York, New York",United States,Married,2,"Drop Out, New York University",75,1,,,,
267,Reed Hastings,$4.3 B,62,California,Netflix,3,TECHNOLOGY,7,"Netflix, Self Made","Santa Cruz, California",United States,Married,2,"Bachelor of Arts/Science, Bowdoin College; Master of Science, Stanford University",63,3,,,,
267,James Irsay,$4.3 B,64,Indiana,Indianapolis Colts,1,SPORTS,2,Indianapolis Colts,"Carmel, Indiana",United States,Divorced,3,"Bachelor of Arts/Science, Southern Methodist University",65,1,,,,
267,Eric Lefkofsky,$4.3 B,54,Illinois,"Groupon, investments",2,TECHNOLOGY,8,"Groupon, investments, Self Made","Glencoe, Illinois",United States,Married,3,"Bachelor of Arts/Science, University of Michigan; Doctor of Jurisprudence, University of Michigan",54,2,,,,
267,Gabe Newell,$4.3 B,60,Washington,Videogames,None,GAMBLING & CASINOS,8,"Videogames, Self Made","Seattle, Washington",United States,Divorced,2,"Drop Out, Harvard University",61,,,,,
267,Jean (Gigi) Pritzker,$4.3 B,61,California,"Hotels, investments",2,SERVICE,3,"Hotels, investments","Los Angeles, California",United States,Married,3,"Bachelor of Arts/Science, Stanford University",62,2,,,,
273,Joseph Grendys,$4.2 B,61,Illinois,Poultry processing,1,FOOD & BEVERAGE,7,"Poultry processing, Self Made","Chicago, Illinois",United States,Single,,"Bachelor of Arts/Science, Loyola University Chicago",62,1,,,,
273,Martha Ingram & family,$4.2 B,88,Tennessee,"Book distribution, transportation",1,MEDIA & ENTERTAINMENT,4,"Book distribution, transportation","Nashville, Tennessee",United States,Widowed,4,"Bachelor of Arts/Science, Vassar College",88,1,,,,
273,"Jeremy Jacobs, Sr. & family",$4.2 B,83,New York,Food service,2,SERVICE,5,Food service,"East Aurora, New York",United States,Married,6,"Bachelor of Arts/Science, SUNY Buffalo",84,2,,,,
273,"Rupert Johnson, Jr.",$4.2 B,83,California,Franklin Templeton,2,FINANCE & INVESTMENTS,4,Franklin Templeton,"Burlingame, California",United States,Married,,"Bachelor of Arts/Science, Washington & Lee University",83,2,,,,
273,John Sall,$4.2 B,75,North Carolina,Software,2,TECHNOLOGY,8,"Software, Self Made","Cary, North Carolina",United States,Married,4,"Bachelor of Arts/Science, Beloit College; Master of Arts, Northern Illinois University",76,2,,,,
278,Nick Caporella,$4.1 B,87,Florida,Beverages,None,FOOD & BEVERAGE,9,"Beverages, Self Made","Plantation, Florida",United States,Married,4,,88,,,,,
278,Barry Diller,$4.1 B,81,New York,Online media,3,MEDIA & ENTERTAINMENT,9,"Online media, Self Made","New York, New York",United States,Married,,"Drop Out, University of California, Los Angeles",82,3,,,,
278,Stephen Feinberg,$4.1 B,63,New York,Private equity,None,FINANCE & INVESTMENTS,8,"Private equity, Self Made","New York, New York",United States,Married,3,"Bachelor of Arts/Science, Princeton University",64,,,,,
278,Maggie Hardy,$4.1 B,57,Pennsylvania,Building materials,None,SERVICE,4,Building materials,"Belle Vernon, Pennsylvania",United States,Divorced,1,"Drop Out, West Virginia University",58,,,,,
278,Dan Snyder,$4.1 B,58,Maryland,Washington Commanders,1,SPORTS,8,"Washington Commanders, Self Made","Potomac, Maryland",United States,Married,3,"Drop Out, University of Maryland",59,1,,,,
278,Tim Sweeney,$4.1 B,52,North Carolina,Video games,1,MEDIA & ENTERTAINMENT,8,"Video games, Self Made","Cary, North Carolina",United States,,,"Bachelor of Arts/Science, University of Maryland, College Park",53,1,,,,
278,Steven Udvar-Hazy,$4.1 B,77,Texas,Aircraft leasing,3,SERVICE,9,"Aircraft leasing, Self Made","Westlake, Texas",United States,Married,4,"Bachelor of Arts/Science, University of California, Los Angeles",78,3,,,,
285,Marian Ilitch,$4 B,90,Michigan,Little Caesars Pizza,3,FOOD & BEVERAGE,9,"Little Caesars Pizza, Self Made","Bingham Farms, Michigan",United States,Widowed,7,"Diploma, High School; High School Graduate, High School",91,3,,,,
285,Roger Penske,$4 B,86,Michigan,Cars,1,AUTOMOTIVE,8,"Cars, Self Made","Birmingham, Michigan",United States,Married,5,"Drop Out, Lehigh University",87,1,,,,
285,Isaac Perlmutter,$4 B,80,Florida,Marvel comics,1,MEDIA & ENTERTAINMENT,10,"Marvel comics, Self Made","Palm Beach, Florida",United States,Married,,"High School Graduate, High School",81,1,,,,
285,Jeff Rothschild,$4 B,68,California,Facebook,1,TECHNOLOGY,6,"Facebook, Self Made","Palo Alto, California",United States,Married,3,"Bachelor of Arts/Science, Vanderbilt University; Master of Science, Vanderbilt University",69,1,,,,
285,E. Joe Shoen,$4 B,73,Arizona,U-Haul,None,AUTOMOTIVE,5,U-Haul,"Phoenix, Arizona",United States,Married,,"Bachelor of Arts/Science, College of the Holy Cross; Master of Business Administration, Harvard Business School",74,,,,,
285,Donald Sterling,$4 B,89,California,Real estate,1,REAL ESTATE,8,"Real estate, Self Made","Beverly Hills, California",United States,Married,3,"Bachelor of Arts/Science, California State Los Angeles; Doctor of Jurisprudence, Southwestern Law School",90,1,,,,
291,Sid Bass,$3.9 B,81,Texas,"Oil, investments",2,ENERGY,4,"Oil, investments","Fort Worth, Texas",United States,Divorced,2,"Master of Business Administration, Stanford University; Bachelor of Arts/Science, Yale University",82,2,,,,
291,Wesley Edens,$3.9 B,61,New York,Investments,None,FINANCE & INVESTMENTS,8,"Investments, Self Made","New York, New York",United States,Married,4,"Bachelor of Arts/Science, Oregon State University",62,,,,,
291,Hamilton James & family,$3.9 B,72,New York,Investments,2,FINANCE & INVESTMENTS,6,"Investments, Self Made","New York, New York",United States,Married,3,"Bachelor of Arts/Science, Harvard University; Master of Business Administration, Harvard University",72,2,,,,
291,Gail Miller,$3.9 B,79,Utah,Car dealerships,2,AUTOMOTIVE,7,"Car dealerships, Self Made","Salt Lake City, Utah",United States,"Widowed, Remarried",5,"Drop Out, University of Utah",80,2,,,,
295,Jim Coulter,$3.8 B,63,California,Private equity,1,FINANCE & INVESTMENTS,7,"Private equity, Self Made","San Francisco, California",United States,Married,3,"Bachelor of Arts/Science, Dartmouth College; Master of Business Administration, Stanford University",64,1,,,,
295,Daniel D'Aniello,$3.8 B,77,Virginia,Private equity,3,FINANCE & INVESTMENTS,10,"Private equity, Self Made","Vienna, Virginia",United States,Married,2,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Syracuse University",77,3,,,,
295,Behdad Eghbali,$3.8 B,47,California,Private equity,None,FINANCE & INVESTMENTS,8,"Private equity, Self Made","Los Angeles, California",United States,Married,,"Bachelor of Business Administration, University of California, Berkeley",48,,,,,
295,Jose E. Feliciano,$3.8 B,50,California,Private equity,1,FINANCE & INVESTMENTS,8,"Private equity, Self Made","Los Angeles, California",United States,Married,,"Bachelor of Engineering, Princeton University; Master of Business Administration, Stanford University",51,1,,,,
295,Peter Kellogg,$3.8 B,81,New Jersey,Investments,3,FINANCE & INVESTMENTS,4,Investments,"Short Hills, New Jersey",United States,Married,3,"Bachelor of Arts/Science, Babson College",81,3,,,,
295,Richard Schulze,$3.8 B,82,Florida,Best Buy,3,FASHION & RETAIL,8,"Best Buy, Self Made","Naples, Florida",United States,"Widowed, Remarried",10,"Diploma, High School",83,3,,,,
295,Thomas Siebel,$3.8 B,70,California,Business software,4,TECHNOLOGY,8,"Business software, Self Made","Woodside, California",United States,Married,4,"Bachelor of Arts/Science, University of Illinois, Urbana-Champaign; Master of Business Administration, University of Illinois, Urbana-Champaign; Master of Science, University of Illinois, Urbana-Champaign",71,4,,,,
295,Barry Sternlicht,$3.8 B,62,Florida,Private equity,2,FINANCE & INVESTMENTS,8,"Private equity, Self Made","Miami, Florida",United States,Divorced,3,"Bachelor of Arts/Science, Brown University",63,2,,,,
295,Michael Xie,$3.8 B,54,California,Cybersecurity,1,TECHNOLOGY,8,"Cybersecurity, Self Made","Los Altos Hills, California",United States,Married,,"Bachelor of Arts/Science, Tsinghua University; Master of Science, Tsinghua University; Master of Science, University of Manitoba",55,1,,,,
304,William Ackman,$3.7 B,57,New York,Hedge funds,3,FINANCE & INVESTMENTS,7,"Hedge funds, Self Made","New York, New York",United States,Married,3,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard University",58,3,,,,
304,Brian Armstrong,$3.7 B,40,California,Cryptocurrency,None,FINANCE & INVESTMENTS,8,"Cryptocurrency, Self Made","San Francisco, California",United States,,,"Bachelor of Arts/Economics, Rice University; Master of Arts/Science, Rice University",41,,,,,
304,Hayes Barnard,$3.7 B,51,Texas,Fintech,2,FINANCE & INVESTMENTS,10,"Fintech, Self Made","Austin, Texas",United States,Married,3,"Bachelor of Business Administration, University of Missouri",52,2,,,,
304,Peter Gassner,$3.7 B,58,California,Software,None,TECHNOLOGY,8,"Software, Self Made","Pleasanton, California",United States,Married,2,"Bachelor of Science, Oregon State University",59,,,,,
304,Brad Jacobs,$3.7 B,67,Connecticut,Logistics,None,LOGISTICS,8,"Logistics, Self Made","Greenwich, Connecticut",United States,Married,4,"Drop Out, Brown University",68,,,,,
304,Mary Alice Dorrance Malone,$3.7 B,73,Pennsylvania,Campbell Soup,1,FOOD & BEVERAGE,2,Campbell Soup,"Coatesville, Pennsylvania",United States,Divorced,2,"Bachelor of Arts/Science, University of Arizona",74,1,,,,
304,John Middleton,$3.7 B,68,Pennsylvania,Tobacco,2,FOOD & BEVERAGE,5,Tobacco,"Bryn Mawr, Pennsylvania",United States,Married,2,"Bachelor of Arts/Science, Amherst College; Master of Business Administration, Harvard University",69,2,,,,
304,Jay Paul,$3.7 B,76,California,Real estate,None,REAL ESTATE,8,"Real estate, Self Made","San Francisco, California",United States,Married,,"Bachelor of Arts/Science, Boston University",77,,,,,
304,"H. Ross Perot, Jr.",$3.7 B,64,Texas,Real estate,2,REAL ESTATE,4,Real estate,"Dallas, Texas",United States,Married,4,"Bachelor of Arts/Science, Vanderbilt University",65,2,,,,
304,Anthony Pritzker,$3.7 B,62,California,"Hotels, investments",3,SERVICE,3,"Hotels, investments","Los Angeles, California",United States,Married,6,"Bachelor of Arts/Science, Dartmouth College",63,3,,,,
314,Sanjit Biswas,$3.6 B,41,California,Sensor systems,None,TECHNOLOGY,8,"Sensor systems, Self Made","San Francisco, California",United States,Married,3,"Master of Science, Massachusetts Institute of Technology; Bachelor of Science, Stanford University",42,,,,,
314,James Clark,$3.6 B,79,Florida,"Netscape, investments",2,TECHNOLOGY,9,"Netscape, investments, Self Made","Palm Beach, Florida",United States,Married,4,"Bachelor of Arts/Science, University of New Orleans; Master of Science, University of New Orleans; Ph.D, University of Utah",80,2,,,,
314,Jack Dorsey,$3.6 B,46,California,"Twitter, Square",4,TECHNOLOGY,8,"Twitter, Square, Self Made","San Francisco, California",United States,Single,,"Drop Out, New York University",47,4,,,,
314,Travis Kalanick,$3.6 B,47,California,Uber,None,TECHNOLOGY,8,"Uber, Self Made","Los Angeles, California",United States,Single,,"Drop Out, University of California, Los Angeles",47,,,,,
314,Steven Klinsky,$3.6 B,67,New York,Investments,None,FINANCE & INVESTMENTS,7,"Investments, Self Made","New York, New York",United States,,,"Master of Business Administration, Harvard Business School; Doctor of Jurisprudence, Harvard Law School; Bachelor of Arts/Economics, University of Michigan, Ann Arbor",68,,,,,
314,Josh Kushner,$3.6 B,38,New York,Venture capital,None,FINANCE & INVESTMENTS,7,"Venture capital, Self Made","New York, New York",United States,Married,2,"Bachelor of Arts/Science, Harvard; Master of Business Administration, Harvard Business School",39,,,,,
314,Daniel Och,$3.6 B,62,Florida,Hedge funds,3,FINANCE & INVESTMENTS,7,"Hedge funds, Self Made","Miami Beach, Florida",United States,Married,3,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",63,3,,,,
314,Bob Parsons,$3.6 B,72,Arizona,Web hosting,3,TECHNOLOGY,10,"Web hosting, Self Made","Scottsdale, Arizona",United States,Married,,"Bachelor of Arts/Science, University of Baltimore",73,3,,,,
314,Ira Rennert,$3.6 B,89,New York,Investments,2,FINANCE & INVESTMENTS,8,"Investments, Self Made","New York, New York",United States,Married,3,"Bachelor of Arts/Science, Brooklyn College; Master of Business Administration, Leonard N. Stern School of Business",90,2,,,,
314,Rodger Riney & family,$3.6 B,77,Missouri,Discount brokerage,2,FINANCE & INVESTMENTS,7,"Discount brokerage, Self Made","St. Louis, Missouri",United States,Married,3,"Bachelor of Arts/Science, University of Missouri; Master of Business Administration, University of Missouri",78,2,,,,
314,Vincent Viola,$3.6 B,67,New York,Electronic trading,2,FINANCE & INVESTMENTS,9,"Electronic trading, Self Made","New York, New York",United States,Married,3,"Doctor of Jurisprudence, New York Law School; Bachelor of Arts/Science, United States Military Academy",68,2,,,$42.1M,1%
314,Jon Yarbrough,$3.6 B,66,Tennessee,Video games,1,GAMBLING & CASINOS,8,"Video games, Self Made","Franklin, Tennessee",United States,Married,2,"Bachelor of Arts/Science, Tennessee Technological University",67,1,,,,
326,William Berkley,$3.5 B,77,Florida,Insurance,1,FINANCE & INVESTMENTS,8,"Insurance, Self Made","Coconut Grove, Florida",United States,Married,3,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, New York University",77,1,,,,
326,John Bicket,$3.5 B,43,California,Sensor systems,None,TECHNOLOGY,8,"Sensor systems, Self Made","San Francisco, California",United States,Married,2,"Bachelor of Science, Cornell University; Master of Science, Massachusetts Institute of Technology",44,,,,,
326,David Filo,$3.5 B,57,California,Yahoo,3,TECHNOLOGY,8,"Yahoo, Self Made","Palo Alto, California",United States,Married,1,"Master of Science, Stanford University; Bachelor of Arts/Science, Tulane University",58,3,,,,
326,"Amos Hostetter, Jr.",$3.5 B,86,Massachusetts,Cable television,5,MEDIA & ENTERTAINMENT,7,"Cable television, Self Made","Boston, Massachusetts",United States,Married,3,"Bachelor of Arts/Science, Amherst College; Master of Business Administration, Harvard University",87,5,,,,
326,John Paulson,$3.5 B,67,New York,Hedge funds,4,FINANCE & INVESTMENTS,9,"Hedge funds, Self Made","New York, New York",United States,Separated,2,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, New York University",68,4,,,,
326,J.B. Pritzker,$3.5 B,58,Illinois,"Hotels, investments",3,FINANCE & INVESTMENTS,3,"Hotels, investments","Springfield, Illinois",United States,Married,2,"Bachelor of Arts/Science, Duke University; Doctor of Jurisprudence, Northwestern University",59,3,,,,
326,J. Joe Ricketts & family,$3.5 B,82,Wyoming,TD Ameritrade,3,FINANCE & INVESTMENTS,10,"TD Ameritrade, Self Made","Little Jackson Hole, Wyoming",United States,Married,4,"Bachelor of Arts/Science, Creighton University",83,3,,,,
326,David Rubenstein,$3.5 B,74,Maryland,Private equity,4,FINANCE & INVESTMENTS,9,"Private equity, Self Made","Bethesda, Maryland",United States,Divorced,3,"Bachelor of Arts/Science, Duke University; Doctor of Jurisprudence, University of Chicago",74,4,,,,
326,Herb Simon,$3.5 B,88,Indiana,Real estate,2,REAL ESTATE,9,"Real estate, Self Made","Indianapolis, Indiana",United States,Married,8,"Bachelor of Arts/Science, City College of New York",89,2,,,,
326,Pat Stryker,$3.5 B,67,Colorado,Medical equipment,3,HEALTHCARE,1,Medical equipment,"Fort Collins, Colorado",United States,Divorced,3,"Drop Out, University of Northern Colorado",68,3,,,,
326,Carl Thoma,$3.5 B,74,Texas,Private equity,2,FINANCE & INVESTMENTS,8,"Private equity, Self Made","Dallas, Texas",United States,Married,2,"Bachelor of Science, Oklahoma State University; Master of Business Administration, Stanford Business School",75,2,,,,
326,Charles Zegar,$3.5 B,75,New York,Bloomberg LP,2,FINANCE & INVESTMENTS,9,"Bloomberg LP, Self Made","New York, New York",United States,Married,,"Bachelor of Arts/Science, Long Island University; Master of Science, New York University",76,2,,,,
338,Neal Blue & family,$3.4 B,88,California,Defense,None,MANUFACTURING,7,"Defense, Self Made","San Diego, California",United States,Widowed,4,"Bachelor of Arts/Science, Yale University",89,,,,,
338,Jane Lauder,$3.4 B,50,New York,Estée Lauder,None,FASHION & RETAIL,4,Estée Lauder,"New York, New York",United States,Married,,"Bachelor of Arts/Science, Stanford University",51,,,,,
338,David Murdock,$3.4 B,10,,"0CaliforniaDole, real estate",None,FOOD & BEVERAGE,10,"Dole, real estate, Self Made","Ventura, California",United States,Widowed,3,"Drop Out, High School",101,,,,,
338,Jonathan Nelson,$3.4 B,67,Rhode Island,Private equity,2,FINANCE & INVESTMENTS,8,"Private equity, Self Made","Providence, Rhode Island",United States,"Widowed, Remarried",3,"Bachelor of Arts/Science, Brown University; Master of Business Administration, Harvard University",68,2,,,,
338,Eren Ozmen,$3.4 B,65,Nevada,Aerospace,1,MANUFACTURING,9,"Aerospace, Self Made","Reno, Nevada",United States,Married,2,"Master of Business Administration, University of Nevada at Reno",65,1,,,,
338,Stewart Rahr,$3.4 B,77,New York,Drug distribution,3,HEALTHCARE,5,Drug distribution,"New York, New York",United States,Divorced,2,"Bachelor of Arts/Science, New York University",78,3,,,,
338,Steve Wynn,$3.4 B,81,Florida,"Casinos, hotels",1,GAMBLING & CASINOS,8,"Casinos, hotels, Self Made","Palm Beach, Florida",United States,Married,2,"Bachelor of Arts/Science, University of Pennsylvania",82,1,,,,
345,John Arnold,$3.3 B,49,Texas,Hedge funds,5,FINANCE & INVESTMENTS,8,"Hedge funds, Self Made","Houston, Texas",United States,Married,2,"Bachelor of Arts/Science, Vanderbilt University",50,5,,,,
345,Seth Boro,$3.3 B,48,California,Private equity,1,FINANCE & INVESTMENTS,8,"Private equity, Self Made","San Francisco, California",United States,Married,2,,48,1,,,,
345,"William Conway, Jr.",$3.3 B,74,Virginia,Private equity,4,FINANCE & INVESTMENTS,8,"Private equity, Self Made","McLean, Virginia",United States,Married,1,"Bachelor of Arts/Science, Dartmouth College",74,4,,,,
345,Scott Crabill,$3.3 B,53,California,Private equity,1,FINANCE & INVESTMENTS,8,"Private equity, Self Made","San Francisco, California",United States,Married,2,,54,1,,,,
345,Bom Kim,$3.3 B,45,,Online retailing,None,TECHNOLOGY,8,"Online retailing, Self Made","Seoul, South Korea",United States,Married,1,"Bachelor of Arts/Science, Harvard University",45,,,,,
345,Richard LeFrak & family,$3.3 B,78,New York,Real estate,2,REAL ESTATE,5,Real estate,"New York, New York",United States,Married,2,"Bachelor of Arts/Science, Amherst College; Doctor of Jurisprudence, Columbia University",78,2,,,,
345,Daniel Loeb,$3.3 B,61,New York,Hedge funds,2,FINANCE & INVESTMENTS,7,"Hedge funds, Self Made","New York, New York",United States,Married,,"Bachelor of Arts/Science, Columbia University",62,2,,,,
345,Fatih Ozmen,$3.3 B,65,Nevada,Aerospace,1,MANUFACTURING,9,"Aerospace, Self Made","Reno, Nevada",United States,Married,,,66,1,,,,
345,Penny Pritzker,$3.3 B,64,Illinois,"Hotels, investments",3,FINANCE & INVESTMENTS,3,"Hotels, investments","Chicago, Illinois",United States,Married,2,"Bachelor of Arts/Science, Harvard University; Master of Business Administration, Stanford Graduate School of Business; Doctor of Jurisprudence, Stanford University",65,3,,,,
345,Holden Spaht,$3.3 B,49,California,Private equity,1,FINANCE & INVESTMENTS,8,"Private equity, Self Made","San Francisco, California",United States,Married,2,,50,1,,,,
345,Frank VanderSloot,$3.3 B,75,Idaho,"Nutrition, wellness products",3,FASHION & RETAIL,10,"Nutrition, wellness products, Self Made","Idaho Falls, Idaho",United States,Married,14,"Bachelor of Arts/Science, Brigham Young University",75,3,,,,
356,Nicolas Berggruen,$3.2 B,62,California,"Real estate, investments",2,REAL ESTATE,5,"Real estate, investments","Beverly Hills, California",United States,Single,,"Bachelor of Arts/Science, New York University",62,2,,,,
356,George Bishop,$3.2 B,85,Texas,Oil & gas,1,ENERGY,7,"Oil & gas, Self Made","The Woodlands, Texas",United States,Married,,,86,1,,,,
356,Norman Braman,$3.2 B,91,Florida,"Art, car dealerships",2,AUTOMOTIVE,9,"Art, car dealerships, Self Made","Miami, Florida",United States,Married,2,"Bachelor of Arts/Science, Temple University",91,2,,,,
356,Todd Christopher,$3.2 B,60,Florida,Hair care products,1,FASHION & RETAIL,9,"Hair care products, Self Made","Clearwater, Florida",United States,Married,,"Drop Out, High School",61,1,,,,
356,Stephen Deckoff,$3.2 B,57,,U.S. Virgin IslandsPrivate equity,1,FINANCE & INVESTMENTS,8,"Private equity, Self Made","St. John, U.S. Virgin Islands",United States,Married,3,"Bachelor of Science, Cornell University",58,1,,,,
356,Robert Johnson,$3.2 B,76,Florida,"Johnson & Johnson, New York Jets",None,SPORTS,4,"Johnson & Johnson, New York Jets","Palm Beach, Florida",United States,Married,5,,77,,,,,
356,Richard Peery,$3.2 B,85,California,Real estate,2,REAL ESTATE,8,"Real estate, Self Made","Palo Alto, California",United States,Married,4,"Bachelor of Arts/Science, Brigham Young University",85,2,,,,
356,Robert Sands,$3.2 B,65,Florida,Liquor,1,FOOD & BEVERAGE,4,Liquor,"Delray Beach, Florida",United States,Married,,"Law Degree, Pace University; Bachelor of Arts/Science, Skidmore College",66,1,,,,
356,Howard Schultz,$3.2 B,70,Washington,Starbucks,3,FOOD & BEVERAGE,10,"Starbucks, Self Made","Seattle, Washington",United States,Married,2,"Bachelor of Arts/Science, Northern Michigan University",71,3,,,,
356,Warren Stephens,$3.2 B,66,Arkansas,Investment banking,1,FINANCE & INVESTMENTS,4,Investment banking,"Little Rock, Arkansas",United States,Married,3,"Master of Business Administration, Wake Forest University School of Business; Bachelor of Arts/Science, Washington & Lee University",67,1,,,,
366,Brian Acton,$3.1 B,51,California,WhatsApp,4,TECHNOLOGY,8,"WhatsApp, Self Made","Palo Alto, California",United States,Married,1,"Bachelor of Arts/Science, Stanford University",52,4,,,,
366,George Argyros & family,$3.1 B,86,California,"Real estate, investments",3,REAL ESTATE,9,"Real estate, investments, Self Made","Newport Beach, California",United States,Married,3,"Bachelor of Arts/Science, Chapman University",87,3,,,,
366,Ron Burkle,$3.1 B,70,,"Supermarkets, investments",1,FINANCE & INVESTMENTS,9,"Supermarkets, investments, Self Made","London, United Kingdom",United States,Divorced,3,"Diploma, High School",71,1,,,,
366,Andrew Cherng,$3.1 B,76,Nevada,Fast food,2,FOOD & BEVERAGE,9,"Fast food, Self Made","Las Vegas, Nevada",United States,Married,3,,77,2,,,,
366,Peggy Cherng,$3.1 B,75,Nevada,Fast food,2,FOOD & BEVERAGE,9,"Fast food, Self Made","Las Vegas, Nevada",United States,Married,3,"Bachelor of Arts/Science, Oregon State University; Master of Science, University of Missouri; Ph.D, University of Missouri",76,2,,,,
366,Bennett Dorrance,$3.1 B,77,Arizona,Campbell Soup,2,FOOD & BEVERAGE,2,Campbell Soup,"Paradise Valley, Arizona",United States,Married,2,"Bachelor of Arts/Science, University of Arizona",78,2,,,,
366,Rajiv Jain,$3.1 B,55,Florida,Finance,1,FINANCE & INVESTMENTS,8,"Finance, Self Made","Fort Lauderdale, Florida",United States,,,"Master of Business Administration, University of Miami; Bachelor of Arts/Science, University of Panjab",56,1,,,,
366,Pablo Legorreta,$3.1 B,59,New York,Investments,1,FINANCE & INVESTMENTS,8,"Investments, Self Made","Sag Harbor, New York",United States,Married,2,"Bachelor of Science in Engineering, Universidad Iberoamericana",60,1,,,,
366,"Drayton McLane, Jr.",$3.1 B,87,Texas,"Walmart, logistics",2,FASHION & RETAIL,5,"Walmart, logistics","Temple, Texas",United States,Married,2,"Bachelor of Arts/Science, Baylor University; Master of Business Administration, Broad College of Business",88,2,,,,
